time,requestor,role,component,request_type,violation_type,score
2016-09-30 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 02:52:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 03:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 03:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 04:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 04:33:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 04:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 05:02:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-09-30 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 05:45:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-30 05:59:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-30 06:14:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-30 06:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 06:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 06:57:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 07:11:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-30 07:26:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-30 07:40:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-30 07:55:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-09-30 08:09:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-09-30 08:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 08:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 09:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 09:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 10:04:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 10:19:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 11:02:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-09-30 11:16:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-09-30 11:31:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 11:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 12:14:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-01 12:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 12:43:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-01 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 01:40:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 02:38:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 03:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 03:21:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-01 03:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 03:50:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-01 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 04:47:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 05:45:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 06:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 06:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 06:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 06:57:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-01 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 07:55:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 08:52:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 09:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 09:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 09:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 10:04:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-01 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 11:02:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 11:59:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 12:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 12:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 12:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 01:11:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-01 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 02:09:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 03:07:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 03:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 03:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 04:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 04:19:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-01 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 05:16:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 06:14:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-01 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 06:43:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-01 06:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 07:26:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-01 07:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-01 07:55:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-01 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 08:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 09:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-01 09:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-01 09:35:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-10-01 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-01 10:19:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-01 10:33:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-01 10:47:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-01 11:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 11:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-01 11:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-01 11:45:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-01 11:59:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-02 12:14:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-02 12:28:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-10-02 12:43:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-10-02 12:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 01:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 01:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-02 01:55:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-02 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 02:38:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-02 02:52:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-02 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 03:35:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-02 03:50:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-02 04:04:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 04:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 04:47:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-02 05:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 05:16:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-02 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 06:14:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 07:11:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 07:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 07:55:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-02 08:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 08:23:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-02 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 09:21:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 10:19:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 10:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 11:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 11:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 11:31:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-02 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 12:28:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 01:26:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 01:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 02:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 02:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 02:38:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-02 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 03:35:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 04:33:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 05:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 05:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 05:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 05:45:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-02 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 06:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 07:40:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-02 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-02 08:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-02 08:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
